Condominio;CAP;Provincia;Comune;Municipio;Nazione;Tipo intervento;Num. Int. Larvcida;Num. Int. Adulticida;In. Int. Larvicida;Fine Int. Larvicida;In. Int. Adulticida;Fine Int. Adulticida;Freq. Int. Larvicida;Freq. Int. Adulticida;Diflubenzuron;Piriproxyfen;Etocinque;Amplat;Proxilar;Exit 100;Veloxidin;Porter;AcquaPy;Roltab;Cipekill EC;Aqua k-othrine;Sumilarv;Bifemite;Cymina plus;Sandokan ?;Rotryn 200;Diflox;Microsin;Juvenox sc 15;Cyperbase;Permebase;Permex 22 E;Cipex 10 E;Bio Revanol;Rotryn 50;Green larv;Flubex;Garban;Tator;Pertrin S;Vectobac dt;B. Thuringensis;Permaplus;Cipertrin;Solfac;Nexa;K othrine flow 25;Device TB 2;Ekoset;Difenax ?;Olio neem;Piretro;K othrine AL;Metoprene;Delta Super;Cidomax;Decapy flow;Deltrin flow;Skcetal ?;Altogran;Deltabios;Fenthrin;Ciperwall;Aedex;Adicip 10;Zammo ?;Wacip 1000;Zagorp ?;Romal 65;Baycidal;Deadyna;Boxtar;Petrini L;Cipermetrina;Tetrametrina;Pluricid;Murelle;Permetrina;Permesol;Sandokan Bio Tiger;Delta Kill Flow;Tetraprem ABD;Toolex;Crackdown Rapid;Crackdown Ultra
Viale dei Consoli 55;00175;RM;Roma;7;Italia;Larvicida e adulticida;7;7;apr-14;ott-14;apr-14;ott-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
Via Zignago 30;00166;RM;Roma;13;Italia;Larvicida e adulticida;7;7;12/04/2014;31/08/2014;29/04/2014;15/09/2014;3 settimane;3 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;x;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;
Via Poggiridenti 6;00118;RM;Roma;7;Italia;Larvicida e adulticida;6;6;07/05/2014;10/10/2014;07/05/2014;10/10/2014;3 settimane;mensile;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;
Via Pio Benassi 5;00191;RM;Roma;15;Italia;Larvicida e adulticida;6;6;27/05/2014;10/09/2014;27/05/2014;10/09/2014;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;;
Via Pio Benassi 9;00191;RM;Roma;15;Italia;Larvicida e adulticida;6;6;27/05/2014;10/09/2014;27/05/2014;10/09/2014;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;;
Via Filippo Corridoni 7;00195;RM;Roma;1;Italia;Larvicida e adulticida;4;4;18/06/2014;10/09/2014;18/06/2014;10/09/2014;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;;
Via Pietro de Francisci 13;00165;RM;Roma;13;Italia;Larvicida e adulticida;3;3;25/06/2014;03/09/2014;25/06/2014;03/09/2014;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;;
Via Giuseppe de Piro 10;00132;RM;Roma;6;Italia;Larvicida e adulticida;5;5;29/05/2014;18/09/2014;29/05/2014;18/09/2014;mensile;mensile;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Ottone Fattiboni 108;00126;RM;Roma;10;Italia;Larvicida e adulticida;4;4;04/06/2014;12/09/2014;04/06/2014;12/09/2014;3 settimane;3 settimane;;;;;;;;;;;;;;;;;;;;;;;;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
Via Giuseppe de Piro 1;00132;RM;Roma;6;Italia;Larvicida e adulticida;5;5;29/05/2014;18/09/2014;29/05/2014;18/09/2014;mensile;mensile;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via della Farnesina 332;00135;RM;Roma;15;Italia;Larvicida e adulticida;1;4;30/05/2014;30/05/2014;30/05/2014;30/08/2014;1 volta;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;
Via della Farnesina 324;00135;RM;Roma;15;Italia;Larvicida e adulticida;1;4;30/05/2014;30/05/2014;30/05/2014;30/08/2014;2 volta;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;
Via della Mendola 73;00135;RM;Roma;15;Italia;Larvicida e adulticida;1;4;30/05/2014;30/05/2014;30/05/2014;30/08/2014;3 volta;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;
Via del Forte Trionfale 4;00135;RM;Roma;14;Italia;Larvicida e adulticida;1;4;30/05/2014;30/05/2014;30/05/2014;30/08/2014;4 volta;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;
Via Attilio Benigni 66;00156;RM;Roma;4;Italia;Larvicida;12;0;01/04/2014;31/10/2014;-;-;15 giorni;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Emilio de Cavalieri 7;00198;RM;Roma;2;Italia;Larvicida e adulticida;8;8;apr-14;nov-14;apr-14;nov-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via San Godenzo 207-209;00189;RM;Roma;15;Italia;Larvicida e adulticida;8;8;apr-14;nov-14;apr-14;nov-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via Massarosa 3;00189;RM;Roma;15;Italia;Larvicida e adulticida;8;8;apr-14;nov-14;apr-14;nov-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via Nomentana 263;00161;RM;Roma;2;Italia;Larvicida e adulticida;8;8;apr-14;nov-14;apr-14;nov-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via Francesco Giacomelli 44;00142;RM;Roma;8;Italia;Larvicida e adulticida;8;8;apr-14;nov-14;apr-14;nov-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via Cassia 829-831-833;00189;RM;Roma;15;Italia;Larvicida e adulticida;8;8;apr-14;nov-14;apr-14;nov-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via Crisafulli 124;00166;RM;Roma;13;Italia;Larvicida;8;0;19/05/2014;29/09/2014;-;-;3 settimane;-;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Pietro de Francisci 25;00165;RM;Roma;13;Italia;Larvicida;8;0;19/05/2014;29/09/2014;-;-;3 settimane;-;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via di Boccea 307;00167;RM;Roma;13;Italia;Larvicida;8;0;19/05/2014;29/09/2014;-;-;3 settimane;-;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via di Torrevecchia 576;00168;RM;Roma;14;Italia;Larvicida;8;0;19/05/2014;29/09/2014;-;-;3 settimane;-;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via di Torrevecchia 133;00168;RM;Roma;14;Italia;Larvicida;8;0;19/05/2014;29/09/2014;-;-;3 settimane;-;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via di Torrevecchia 140;00168;RM;Roma;14;Italia;Larvicida;8;0;19/05/2014;29/09/2014;-;-;3 settimane;-;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Mario Fascetti 91;00136;RM;Roma;14;Italia;Larvicida;8;0;19/05/2014;29/09/2014;-;-;3 settimane;-;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Seneca 10;00136;RM;Roma;14;Italia;Larvicida;8;0;19/05/2014;29/09/2014;-;-;3 settimane;-;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via di Val Cannuta 30b;00166;RM;Roma;13;Italia;Larvicida;8;0;19/05/2014;29/09/2014;-;-;3 settimane;-;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Peveragno 28;00166;RM;Roma;13;Italia;Larvicida;8;0;19/05/2014;29/09/2014;-;-;3 settimane;-;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Adriano I  53;00167;RM;Roma;13;Italia;Larvicida;8;0;19/05/2014;29/09/2014;-;-;3 settimane;-;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Adriano I  72;00167;RM;Roma;13;Italia;Larvicida;8;0;19/05/2014;29/09/2014;-;-;3 settimane;-;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via di Valle Aurelia 108-114-120;00167;RM;Roma;14;Italia;Larvicida;8;0;19/05/2014;29/09/2014;-;-;3 settimane;-;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Oslonia 30;00195;RM;Roma;;Italia;Larvicida;8;0;19/05/2014;29/09/2014;-;-;3 settimane;-;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Aurelia 338;00165;RM;Roma;13;Italia;Larvicida;8;0;19/05/2014;29/09/2014;-;-;3 settimane;-;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Largo Ludovico Quaroni 7-2-12;00164;RM;Roma;12;Italia;Larvicida;8;0;19/05/2014;29/09/2014;-;-;3 settimane;-;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Pio VII  53-57;00167;RM;Roma;13;Italia;Larvicida;8;0;19/05/2014;29/09/2014;-;-;15 giorni;-;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Alberto la Rocca 15;00166;RM;Roma;14;Italia;Larvicida;8;0;19/05/2014;29/09/2014;-;-;15 giorni;-;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Giuseppe Ghislieri 11b;00152;RM;Roma;12;Italia;Larvicida e adulticida;5;5;15/05/2014;15/09/2014;15/05/2014;15/09/2014;mensile;mensile;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;
Via Castelnuovo di Farfa 40-42;00131;RM;Roma;4;Italia;Larvicida e adulticida;7;5;15/04/2014;15/10/2014;15/05/2014;15/09/2014;mensile;mensile;;;;;;;;;;;;;;;;;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vicolo Casale Lumbroso 55;00166;RM;Roma;12;Italia;Larvicida;6;0;apr-14;set-14;-;-;mensile;-;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Lola Montez 15;00135;RM;Roma;14;Italia;Larvicida e adulticida;16;13;mar-14;ott-14;apr-14;ott-14;2 al mese;2 al mese;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;x;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Lugnano in Teverina 9 - Via Fossato di Vico 9;00181;RM;Roma;7;Italia;Larvicida e adulticida;7;3;apr-14;ott-14;lug-14;set-14;mensile;mensile;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Circonvallazione Clodia 15;00195;RM;Roma;1;Italia;Larvicida e adulticida;2;4;14/04/2014;19/06/2014;09/06/2014;30/09/2014;3 settimane;40 giorni;;;;;;;;;;;;;;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;
Via Giulio Venticinque 50;00136;RM;Roma;1;Italia;Larvicida e adulticida;2;4;14/04/2014;19/06/2014;09/06/2014;30/09/2014;3 settimane;40 giorni;;;;;;;;;;;;;;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;
Via Rialto 13;00136;RM;Roma;1;Italia;Larvicida e adulticida;2;4;14/04/2014;19/06/2014;09/06/2014;30/09/2014;3 settimane;40 giorni;;;;;;;;;;;;;;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;
Via Sebastiano Ziani 4;00136;RM;Roma;1;Italia;Larvicida e adulticida;2;4;14/04/2014;19/06/2014;09/06/2014;30/09/2014;3 settimane;40 giorni;;;;;;;;;;;;;;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;
Via Tarcento 25;00177;RM;Roma;5;Italia;Larvicida e adulticida;2;3;02/07/2014;04/11/2014;03/08/2014;01/10/2014;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;
Consorzio Nuova Palocco;00124;RM;Roma;10;Italia;Larvicida;-;-;-;-;-;-;-;-;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viale Desiderato Pietri 36;00122;RM;Roma;10;Italia;Larvicida;-;-;25/06/2014;ott-14;-;-;3 settimane;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viale Bruno Rizzieri 125-131-137;00173;RM;Roma;7;Italia;Larvicida e adulticida;4;6;feb-14;mag-14;mag-14;ott-14;mensile;mensile;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via di Casalotti 286;00166;RM;Roma;13;Italia;Larvicida e adulticida;5;5;-;-;-;-;mensile;mensile;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Renato Salvatori 40-42;00173;RM;Roma;7;Italia;Larvicida e adulticida;1;7;21/06/2014;-;05/07/2014;13/09/2014;1 volta;15 giorni;;;;x;x;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Velentino Banal 8b-9;00177;RM;Roma;5;Italia;Larvicida e adulticida;1;3;21/06/2014;-;05/07/2014;13/09/2014;1 volta;30 giorni;;;;x;x;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viale dei romanisti 270 pal. 11-12;00169;RM;Roma;6;Italia;Larvicida;8;0;01/04/2014;ott-14;-;-;3 settimane;3 settimane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;
Viale Leonardo da Vinci 243;;RM;Roma;8;Italia;Larvicida e adulticida;3;3;06/06/2014;23/07/2014;06/06/2014;23/07/2014;4 settimane;4 settimane;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Sylva Koscina 9-11;00138;RM;Roma;3;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Giovanni Faldella 5;00139;RM;Roma;3;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Sacco Pastore 37;00141;RM;Roma;3;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Giovacchino Forzano 75;00139;RM;Roma;3;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Laurentina 203;00142;RM;Roma;8;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Eutropio 19;00136;RM;Roma;14;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via dell'Imbrecciato 266-268;00148;RM;Roma;11;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via degli Accolti 19;00148;RM;Roma;11;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Tizzani 28;00151;RM;Roma;12;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Orti Spagnoli 108;00149;RM;Roma;11;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Santorre di Santarosa 67;00149;RM;Roma;11;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Santorre di Santarosa 31-33;00149;RM;Roma;11;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via della Grande Muraglia 45;00144;RM;Roma;11;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Gaetano Fuggetta 47;00149;RM;Roma;11;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Camillo Montalcini 12;00149;RM;Roma;11;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Domenico Lupatelli 56;00149;RM;Roma;11;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via dei Savorelli 54;00165;RM;Roma;13;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Carlo Galassi Paluzzi 3-5-7;00167;RM;Roma;13;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Flaminia Nuova 238;00191;RM;Roma;15;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Flaminia Nuova 246;00191;RM;Roma;15;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piazza TrinitÖ dei Monti 3;00187;RM;Roma;1;Italia;Larvicida e adulticida;7;7;apr-14;ott-14;apr-14;ott-14;2 settimane;2 settimane;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Francesco Cocco Ortu 120;00198;RM;Roma;3;Italia;Larvicida;7;0;apr-14;ott-14;-;-;mensile;-;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Guido da Verona 70;;RM;Roma;9;Italia;Larvicida e adulticida;1;4;apr-14;-;mag-14;set-14;1 volta;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;
Via del Ciclismo 10;;RM;Roma;9;Italia;Larvicida e adulticida;1;4;apr-14;-;mag-14;set-14;1 volta;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;
Via Anselmo Ciappi 35;;RM;Roma;11;Italia;Larvicida e adulticida;3;3;-;-;-;-;-;-;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viale dell'Umanesimo 178;;RM;Roma;11;Italia;Larvicida e adulticida;3;3;giu-14;ago-14;giu-14;ago-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;x
Via Andrea Pitti 27;;RM;Roma;8;Italia;Adulticida;0;4;-;-;mag-14;set-14;-;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;
Via Giulio Aristide Sartorio 145-147;00147;RM;Roma;8;Italia;Larvicida e adulticida;1;3;09/05/2014;-;09/05/2014;15/09/2014;1 volta;mensile;;;;;x;;;;;;;;;;;;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
